,Twitter,NPS
5920,Amazing things are possible when we work together towards a better future!. .,2
5921,Just nice.,2
5922,Just nice.,2
5923,Wow,2
5924,Just nice.,2
5925,Omg so much fun with everyone,2
5926,I hate that service in this bank,0
5927,I’m really enjoying Black Card,1
5928,I hate that service in this bank,0
5929,Ok I am LOVING THIS,1
5930,Such good news,2
5931,Just nice.,2
5932,I hate that service in this bank,0
5933,It is a no coincidence,1
5934,Ok I am LOVING THIS,2
5935,I hate that service in this bank,0
5936,something,1
5937,Just nice.,2
5938,I hate that service in this bank,0
5939,Just nice.,2
5940,I spent a couple of hours doing payment,2
5941,I hate the ebanking I prefer mobile app,0
5942,Ok I am LOVING THIS,2
5943,I hate the mobile app it doesn’t work very well,0
5944,Ok I am LOVING THIS,2
5945,Appreciated you attention in the contact center,0
5946,Appreciate the conversations  and actions brought together in new things with your products and service.,2
5947,Ok I am LOVING THIS,2
5948,Ok I am LOVING THIS,2
5949,As amazing of this is,2
5950,As extremely amazing as this is,2
5951,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
5952,I hate that service in this bank,0
5953,Ok I am LOVING THIS,2
5954,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
5955,Amazing things are possible when we work together towards a better future!. .,0
5956,Just nice.,2
5957,Just nice.,2
5958,Wow,2
5959,Just nice.,0
5960,Omg so much fun with everyone,0
5961,Very strange,2
5962,I’m really enjoying Black Card,2
5963,"Yes, I have to give Call of Duty a break because this shit looks lit!",0
5964,Ok I am LOVING THIS,2
5965,Such good news,1
5966,Just nice.,2
5967,This was amazing.,2
5968,It is a no coincidence,0
5969,I hate that service in this bank,0
5970,Just nice.,2
5971,something,1
5972,I hate the ebanking I prefer mobile app,0
5973,I hate the ebanking I prefer mobile app,0
5974,Just nice.,2
5975,I spent a couple of hours doing payment,0
5976,Ok I am LOVING THIS,2
5977,I hate that service in this bank,0
5978,Ok I am LOVING THIS,2
5979,Ok I am LOVING THIS,2
5980,Appreciated you attention in the contact center,2
5981,Appreciate the conversations  and actions brought together in new things with your products and service.,2
5982,Ok I am LOVING THIS,0
5983,Ok I am LOVING THIS,2
5984,As amazing of this is,2
5985,As extremely amazing as this is,2
5986,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
5987,Ok I am LOVING THIS,2
5988,I hate that service in this bank,0
5989,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
5990,Amazing things are possible when we work together towards a better future!. .,1
5991,Just nice.,2
5992,Just nice.,2
5993,Wow,2
5994,Just nice.,0
5995,Omg so much fun with everyone,2
5996,Very strange,2
5997,I’m really enjoying Black Card,1
5998,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
5999,I hate the ebanking I prefer mobile app,0
6000,I hate the ebanking I prefer mobile app,0
6001,Just nice.,2
6002,This was amazing.,2
6003,It is a no coincidence,2
6004,Ok I am LOVING THIS,2
6005,Just nice.,2
6006,something,2
6007,Just nice.,1
6008,Ok I am LOVING THIS,2
6009,Just nice.,2
6010,I spent a couple of hours doing payment,2
6011,I hate the ebanking I prefer mobile app,0
6012,Ok I am LOVING THIS,1
6013,I hate the mobile app it doesn’t work very well,0
6014,Ok I am LOVING THIS,1
6015,Appreciated you attention in the contact center,2
6016,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6017,Ok I am LOVING THIS,2
6018,I hate the ebanking I prefer mobile app,0
6019,As amazing of this is,2
6020,As extremely amazing as this is,2
6021,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6022,Ok I am LOVING THIS,2
6023,Ok I am LOVING THIS,2
6024,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
6025,Amazing things are possible when we work together towards a better future!. .,2
6026,Just nice.,1
6027,Just nice.,2
6028,Wow,2
6029,Just nice.,2
6030,Omg so much fun with everyone,2
6031,Very strange,2
6032,I’m really enjoying Black Card,2
6033,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6034,Ok I am LOVING THIS,1
6035,Such good news,1
6036,Just nice.,1
6037,This was amazing.,2
6038,It is a no coincidence,2
6039,I don't like it,0
6040,Just nice.,1
6041,something,0
6042,Just nice.,2
6043,Ok I am LOVING THIS,2
6044,Just nice.,2
6045,I spent a couple of hours doing payment,2
6046,Ok I am LOVING THIS,2
6047,I’m really enjoying Black Card,2
6048,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6049,Ok I am LOVING THIS,2
6050,I hate the ebanking I prefer mobile app,0
6051,I hate the ebanking I prefer mobile app,0
6052,I hate the ebanking I prefer mobile app,0
6053,It is a no coincidence,2
6054,I’m really enjoying Black Card,2
6055,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
6056,Ok I am LOVING THIS,2
6057,Such good news,0
6058,I hate the ebanking I prefer mobile app,0
6059,I hate the ebanking I prefer mobile app,0
6060,It is a no coincidence,1
6061,I’m really enjoying Black Card,2
6062,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6063,I hate the ebanking I prefer mobile app,0
6064,Such good news,2
6065,Just nice.,2
6066,This was amazing.,1
6067,I hate the ebanking I prefer mobile app,0
6068,I don't like it,0
6069,Just nice.,2
6070,I spent a couple of hours doing payment,2
6071,Ok I am LOVING THIS,2
6072,I hate the ebanking I prefer mobile app,0
6073,Ok I am LOVING THIS,2
6074,I hate the ebanking I prefer mobile app,0
6075,Appreciated you attention in the contact center,2
6076,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6077,I hate the ebanking I prefer mobile app,0
6078,Ok I am LOVING THIS,2
6079,As amazing of this is,2
6080,As extremely amazing as this is,2
6081,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6082,Ok I am LOVING THIS,2
6083,Ok I am LOVING THIS,2
6084,Just nice.,2
6085,I spent a couple of hours doing payment,0
6086,Ok I am LOVING THIS,0
6087,Ok I am LOVING THIS,2
6088,Ok I am LOVING THIS,2
6089,I hate the ebanking I prefer mobile app,0
6090,Appreciated you attention in the contact center,2
6091,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6092,Ok I am LOVING THIS,2
6093,Ok I am LOVING THIS,2
6094,As amazing of this is,1
6095,As extremely amazing as this is,2
6096,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6097,Ok I am LOVING THIS,1
6098,I hate the ebanking I prefer mobile app,0
6099,Just nice.,2
6100,I spent a couple of hours doing payment,0
6101,I hate the ebanking I prefer mobile app,0
6102,Ok I am LOVING THIS,2
6103,Ok I am LOVING THIS,2
6104,I don't like it,0
6105,Appreciated you attention in the contact center,2
6106,Appreciate the conversations  and actions brought together in new things with your products and service.,0
6107,Ok I am LOVING THIS,2
6108,Ok I am LOVING THIS,2
6109,As amazing of this is,2
6110,As extremely amazing as this is,2
6111,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,0
6112,Ok I am LOVING THIS,2
6113,Ok I am LOVING THIS,2
6114,Just nice.,1
6115,I spent a couple of hours doing payment,2
6116,Ok I am LOVING THIS,2
6117,Ok I am LOVING THIS,2
6118,Ok I am LOVING THIS,1
6119,Ok I am LOVING THIS,2
6120,Appreciated you attention in the contact center,2
6121,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6122,Ok I am LOVING THIS,2
6123,Ok I am LOVING THIS,2
6124,As amazing of this is,1
6125,As extremely amazing as this is,2
6126,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6127,I hate the ebanking I prefer mobile app,0
6128,I hate the ebanking I prefer mobile app,0
6129,Just nice.,2
6130,I spent a couple of hours doing payment,0
6131,I hate the ebanking I prefer mobile app,0
6132,I hate that service in this bank,0
6133,Ok I am LOVING THIS,2
6134,I hate the ebanking I prefer mobile app,0
6135,Appreciated you attention in the contact center,2
6136,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6137,I hate the ebanking I prefer mobile app,0
6138,Ok I am LOVING THIS,2
6139,I hate the ebanking I prefer mobile app,0
6140,As extremely amazing as this is,2
6141,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6142,Ok I am LOVING THIS,2
6143,Ok I am LOVING THIS,2
6144,I’m really enjoying Black Card,2
6145,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6146,Ok I am LOVING THIS,2
6147,I hate the ebanking I prefer mobile app,0
6148,Just nice.,2
6149,This was amazing.,2
6150,It is a no coincidence,2
6151,I’m really enjoying Black Card,2
6152,"Yes, I have to give Call of Duty a break because this shit looks lit!",1
6153,Ok I am LOVING THIS,2
6154,Such good news,2
6155,I hate the ebanking I prefer mobile app,0
6156,This was amazing.,2
6157,It is a no coincidence,1
6158,I’m really enjoying Black Card,2
6159,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6160,Ok I am LOVING THIS,2
6161,Such good news,2
6162,Ok I am LOVING THIS,1
6163,I’m really enjoying Black Card,2
6164,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6165,Ok I am LOVING THIS,2
6166,Such good news,2
6167,Just nice.,2
6168,This was amazing.,1
6169,It is a no coincidence,1
6170,I’m really enjoying Black Card,1
6171,I hate the ebanking I prefer mobile app,0
6172,Ok I am LOVING THIS,2
6173,Such good news,2
6174,Just nice.,2
6175,I hate the ebanking I prefer mobile app,0
6176,I hate the ebanking I prefer mobile app,0
6177,I’m really enjoying Black Card,2
6178,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6179,Ok I am LOVING THIS,2
6180,Such good news,2
6181,Ok I am LOVING THIS,2
6182,I hate the ebanking I prefer mobile app,0
6183,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6184,Ok I am LOVING THIS,1
6185,Such good news,2
6186,Just nice.,2
6187,I hate the ebanking I prefer mobile app,0
6188,It is a no coincidence,2
6189,I’m really enjoying Black Card,0
6190,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6191,Ok I am LOVING THIS,2
6192,Such good news,2
6193,Just nice.,2
6194,This was amazing.,2
6195,It is a no coincidence,2
6196,I’m really enjoying Black Card,0
6197,I hate the ebanking I prefer mobile app,0
6198,Ok I am LOVING THIS,2
6199,I hate the ebanking I prefer mobile app,0
6200,Ok I am LOVING THIS,1
6201,I’m really enjoying Black Card,2
6202,I hate the ebanking I prefer mobile app,0
6203,Ok I am LOVING THIS,2
6204,Such good news,1
6205,Just nice.,2
6206,This was amazing.,1
6207,Ok I am LOVING THIS,2
6208,Ok I am LOVING THIS,2
6209,Ok I am LOVING THIS,1
6210,Appreciated you attention in the contact center,1
6211,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6212,I hate the ebanking I prefer mobile app,0
6213,Ok I am LOVING THIS,2
6214,As amazing of this is,2
6215,As extremely amazing as this is,2
6216,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6217,Ok I am LOVING THIS,2
6218,Ok I am LOVING THIS,2
6219,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",2
6220,Amazing things are possible when we work together towards a better future!. .,2
6221,Just nice.,2
6222,Just nice.,2
6223,I hate the ebanking I prefer mobile app,0
6224,Just nice.,2
6225,Omg so much fun with everyone,2
6226,Very strange,0
6227,I hate the ebanking I prefer mobile app,0
6228,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6229,Ok I am LOVING THIS,2
6230,I hate the ebanking I prefer mobile app,0
6231,Just nice.,1
6232,This was amazing.,2
6233,It is a no coincidence,0
6234,I hate the ebanking I prefer mobile app,0
6235,Just nice.,2
6236,something,2
6237,Just nice.,2
6238,Ok I am LOVING THIS,2
6239,Just nice.,2
6240,I spent a couple of hours doing payment,2
6241,Ok I am LOVING THIS,2
6242,I hate that service in this bank,0
6243,Ok I am LOVING THIS,2
6244,I hate the ebanking I prefer mobile app,0
6245,Appreciated you attention in the contact center,2
6246,Appreciate the conversations  and actions brought together in new things with your products and service.,2
6247,Ok I am LOVING THIS,2
6248,Ok I am LOVING THIS,1
6249,As amazing of this is,2
6250,As extremely amazing as this is,2
6251,I'm so exhausted from work this week that I probably won't be able to flow with this bank  and I'm SO SORRY.,2
6252,Ok I am LOVING THIS,2
6253,I hate that service in this bank,0
6254,"I'm honestly not sure how I feel about this, I'm going to have to see how things Shape Up",1
6255,I hate the ebanking I prefer mobile app,0
6256,Just nice.,1
6257,Just nice.,2
6258,Wow,2
6259,Just nice.,2
6260,Omg so much fun with everyone,2
6261,Very strange,2
6262,I’m really enjoying Black Card,2
6263,"Yes, I have to give Call of Duty a break because this shit looks lit!",2
6264,Ok I am LOVING THIS,2
6265,Such good news,2
6266,Just nice.,2
6267,This was amazing.,1
6268,It is a no coincidence,2
6269,Ok I am LOVING THIS,2
6270,Just nice.,2
6271,something,2
6272,I hate the ebanking I prefer mobile app,0
6273,Ok I am LOVING THIS,2
